player,season,team,position,gp,mpg,usage,structural_influence,influence_residual,usage_percentile,influence_percentile,role_classification,canonical_archetype,influence_cv
M. Potter,2024-25,UTA,C,38.0,18.6,0.102,0.0055848871692395,-0.005613353927859203,2.002164502164502,32.7922077922078,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.3029177120069464
D. Green,2023-24,GSW,F,55.0,27.1,0.148,0.0055036384444704,-0.008715709348850405,23.32251082251082,32.467532467532465,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.42554983925557294
P. Williams,2023-24,CHI,F,43.0,27.3,0.163,0.005422941357822,-0.007894088393114233,36.25541125541126,32.142857142857146,ROLE OCCUPANT / SPECIALIST,,0.4425656767069952
M. Plumlee,2022-23,LAC,F-C,79.0,26.0,0.149,0.0054046381465092,-0.005761748489446343,24.08008658008658,32.03463203463203,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7332162886563426
I. Okoro,2022-23,CLE,F-G,76.0,21.7,0.117,0.0053927666394139,-0.008628089019248681,5.844155844155844,31.926406926406926,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.36579822206346824
N. Richards,2022-23,CHA,C,65.0,18.7,0.151,0.0053262002999949,-0.006907210022989012,25.757575757575758,31.70995670995671,ROLE OCCUPANT / SPECIALIST,,1.3808639143817765
K. Dunn,2023-24,UTA,G,66.0,18.9,0.132,0.0053138727187134,-0.0075115871783886234,12.283549783549784,31.601731601731604,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7233745341055344
T. Prince,2023-24,LAL,F,78.0,27.0,0.134,0.0051986157458624,-0.01404136084699157,13.582251082251082,31.277056277056275,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.37761686146162327
P. Achiuwa,2024-25,NYK,F,57.0,20.5,0.143,0.0051512034039066,-0.007415536671840888,20.075757575757574,31.060606060606062,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.58877549163844
D. Nix,2022-23,HOU,G,57.0,16.0,0.149,0.0051449397032284,-0.00682732597648575,24.08008658008658,30.952380952380953,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
D. Theis,2023-24,LAC,F-C,60.0,16.9,0.15,0.0051201295912168,-0.006929783372250858,25.0,30.735930735930733,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7783978344090325
D. House Jr.,2023-24,PHI,Forward-Guard,34.0,15.0,0.116,0.0050931838367243,-0.006103866153711722,5.51948051948052,30.627705627705627,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.1080514419523788
T. Maledon,2022-23,CHA,G,44.0,19.4,0.166,0.0050827353751501,-0.007162040021105825,38.74458874458874,30.519480519480517,ROLE OCCUPANT / SPECIALIST,,0.09810570439832131
D. Daniels,2022-23,NOP,G,59.0,17.7,0.113,0.0050732219265683,-0.006666333167306404,4.816017316017316,30.41125541125541,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.8723899473475221
K. Lowry,2024-25,PHI,G,35.0,18.8,0.1,0.0050350411392179,-0.006172044417407306,1.3528138528138527,30.08658008658009,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.46377012681120644
A. Burks,2024-25,MIA,G,49.0,17.6,0.16,0.0050335995149786,-0.007194926829472144,33.22510822510822,29.978354978354975,ROLE OCCUPANT / SPECIALIST,,0.5489361360496537
J. Wilson,2024-25,BKN,F,79.0,25.7,0.161,0.0049707232934127,-0.016970428999906764,34.41558441558442,29.545454545454547,ROLE OCCUPANT / SPECIALIST,,0.7925555257844061
I. Wainright,2022-23,PHX,F,60.0,15.3,0.117,0.0049678543454373,-0.006663159573486468,5.844155844155844,29.329004329004327,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
A. Wiggins,2022-23,OKC,G,70.0,18.5,0.143,0.0049446831952334,-0.008420376092752483,20.075757575757574,29.22077922077922,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.3179293823971313
B. Fernando,2023-24,ATL,F-C,45.0,15.2,0.172,0.0049280488469576,-0.006520375577897369,42.91125541125541,29.11255411255411,ROLE OCCUPANT / SPECIALIST,,0.3812492028096991
J. Collins,2022-23,ATL,F-C,71.0,30.0,0.168,0.0049202798553912,-0.01813348700564671,40.04329004329004,29.004329004329005,ROLE OCCUPANT / SPECIALIST,,0.7830381048894082
O. Agbaji,2024-25,TOR,G,64.0,27.2,0.144,0.0049022475864248,-0.01209442281428983,20.995670995670995,28.78787878787879,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7538070450570729
J. McDaniels,2022-23,PHI,F-C,80.0,23.9,0.165,0.0049008038646173,-0.006292392358187314,37.71645021645021,28.679653679653676,ROLE OCCUPANT / SPECIALIST,,1.907000844502344
X. Tillman,2022-23,MEM,F,61.0,19.3,0.136,0.0048903436382653,-0.007337699144828912,15.259740259740258,28.463203463203463,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.32897423909417983
Y. Watanabe,2022-23,BKN,G-F,58.0,16.0,0.127,0.0048789511055002,-0.006959972684162548,9.848484848484848,28.246753246753247,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.34130987030459664
A. Holiday,2023-24,HOU,G,78.0,16.3,0.158,0.0048601547320924,-0.008847822340716616,31.493506493506494,28.13852813852814,ROLE OCCUPANT / SPECIALIST,,0.6344495008776115
C. Osman,2023-24,SAS,F,72.0,17.6,0.146,0.0048110041885485,-0.009123710263205891,22.023809523809522,27.92207792207792,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.3422728861129897
D. Wade,2024-25,CLE,F-C,59.0,21.2,0.101,0.0048083486147917,-0.007020892446651809,1.7316017316017316,27.81385281385281,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.30934033155928975
J. Richardson,2022-23,NOP,G,65.0,23.5,0.18,0.0047901804319019,-0.006444246208155543,49.51298701298701,27.705627705627705,ROLE OCCUPANT / SPECIALIST,,0.1445339260733993
J. Ingles,2023-24,ORL,F-G,68.0,17.2,0.111,0.004783512075258,-0.0069369097610994645,4.004329004329004,27.48917748917749,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.6370697774903632
A. Nesmith,2024-25,IND,G-F,45.0,24.9,0.171,0.0047759835331097,-0.009434136576464653,42.316017316017316,27.380952380952383,ROLE OCCUPANT / SPECIALIST,,0.5587818464918588
N. Jović,2024-25,MIA,F,46.0,25.1,0.178,0.0047684353852981,-0.00984972492071646,48.214285714285715,27.27272727272727,ROLE OCCUPANT / SPECIALIST,,0.6593490256582971
D. Lee,2022-23,PHX,G-F,74.0,20.4,0.155,0.0047384557791327,-0.011291820623996583,28.19264069264069,27.056277056277057,ROLE OCCUPANT / SPECIALIST,,0.5529901302351242
S. Mamukelashvili,2022-23,SAS,F-C,43.0,15.3,0.177,0.0047252617925589,-0.006565587147661584,47.4025974025974,26.948051948051948,ROLE OCCUPANT / SPECIALIST,,1.2436868785173316
S. Dinwiddie,2024-25,DAL,G,79.0,27.0,0.175,0.0047163952938475,-0.019225756530974067,45.56277056277056,26.83982683982684,ROLE OCCUPANT / SPECIALIST,,1.00788471838031
T. Martin,2024-25,BKN,F,60.0,21.9,0.179,0.0047110988031981,-0.01192253398383619,48.86363636363637,26.623376623376622,ROLE OCCUPANT / SPECIALIST,,1.2932171321166064
J. Green,2022-23,DAL,G,60.0,25.7,0.14,0.0047033910269745,-0.010169256124729104,17.37012987012987,26.515151515151516,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.356105897210686
R. Bullock Jr.,2022-23,DAL,G-F,78.0,30.3,0.098,0.0046823967417739,-0.0111512859153904,0.974025974025974,25.97402597402597,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5958135154021941
P. Connaughton,2023-24,MIL,G,76.0,22.1,0.106,0.004669188393593,-0.008468522181916838,2.7056277056277054,25.865800865800864,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.5018176897044249
D. Finney-Smith,2022-23,BKN,F,66.0,30.4,0.129,0.0046460642450737,-0.0067709616984371395,10.876623376623376,25.541125541125542,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5340662288668279
P. Pritchard,2023-24,BOS,G,82.0,22.3,0.168,0.0046360484995072,-0.013720009811062549,40.04329004329004,25.432900432900436,ROLE OCCUPANT / SPECIALIST,,0.45073573998163263
L. Ball,2024-25,CHI,G,35.0,22.2,0.152,0.0046138253676827,-0.007095068975342668,26.56926406926407,25.216450216450216,ROLE OCCUPANT / SPECIALIST,,0.4937986790190177
T. Watford,2022-23,POR,F,62.0,19.1,0.158,0.0045911694985414,-0.008892724809488613,31.493506493506494,25.108225108225106,ROLE OCCUPANT / SPECIALIST,,0.5694920502113667
J. Wilson,2023-24,BKN,F,43.0,15.5,0.138,0.004575244619647,-0.006783209192065885,16.071428571428573,24.891774891774894,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7925555257844061
B. Wesley,2022-23,SAS,G,37.0,18.1,0.18,0.004572724035189,-0.007305673180715201,49.51298701298701,24.783549783549784,ROLE OCCUPANT / SPECIALIST,,0.6060237730908884
D. Mitchell,2023-24,SAC,G,72.0,15.3,0.147,0.0045464742005583,-0.008193285947539083,22.78138528138528,24.567099567099568,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.0637948662761685
M. Diabaté,2024-25,CHA,F,71.0,17.5,0.13,0.0045304994611441,-0.007639541653070069,11.363636363636363,24.350649350649352,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7323459694146056
O. Ighodaro,2024-25,PHX,F,61.0,17.1,0.103,0.0045060006538355,-0.006985732356557706,2.1645021645021645,23.91774891774892,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5205136264124942
I. Smith,2023-24,CHA,Guard,43.0,17.2,0.119,0.0044741507904766,-0.00690865133231566,6.3852813852813854,23.7012987012987,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.9929405725268229
P. Williams,2022-23,CHI,F,82.0,28.3,0.156,0.0044468150078464,-0.017726804093082468,29.49134199134199,23.160173160173162,ROLE OCCUPANT / SPECIALIST,,0.4425656767069952
Z. Williams,2022-23,MEM,F,37.0,15.2,0.178,0.0044366798977985,-0.007066505611264483,48.214285714285715,23.051948051948052,ROLE OCCUPANT / SPECIALIST,,0.9967600280370151
I. Stewart,2023-24,DET,F-C,46.0,30.9,0.143,0.0044270223982589,-0.00919770225504743,20.075757575757574,22.943722943722943,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7821937233040661
T. Ross,2022-23,PHX,G-F,63.0,21.1,0.166,0.004413090128,-0.006894165903387278,38.74458874458874,22.835497835497836,ROLE OCCUPANT / SPECIALIST,,
J. Shead,2024-25,TOR,G,75.0,19.6,0.179,0.0044050501600005,-0.012426792833863162,48.86363636363637,22.727272727272727,ROLE OCCUPANT / SPECIALIST,,0.13096147868513217
J. Holiday,2022-23,DAL,F-G,46.0,15.4,0.132,0.0043162102377637,-0.0068535407501768494,12.283549783549784,21.861471861471863,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.4053010778988018
P. Beverley,2022-23,CHI,G,67.0,27.1,0.107,0.0042887047601629,-0.006928513955584632,2.976190476190476,21.753246753246753,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.500600334063189
C. Kispert,2022-23,WAS,F,74.0,28.3,0.139,0.0042279473722844,-0.01538578921031843,16.504329004329005,21.536796536796537,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.9801131904070182
J. Richardson,2023-24,MIA,G,43.0,25.6,0.159,0.0041741116205841,-0.009143529760766003,32.25108225108225,21.428571428571427,ROLE OCCUPANT / SPECIALIST,,0.1445339260733993
M. Morris Sr.,2022-23,LAC,F,65.0,28.1,0.176,0.0041542344811927,-0.017586035315339713,46.48268398268398,21.21212121212121,ROLE OCCUPANT / SPECIALIST,,0.32382424831265033
C. Wallace,2023-24,OKC,G,82.0,20.6,0.127,0.0041499416313485,-0.010492806539788803,9.848484848484848,21.1038961038961,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7144303308700083
K. Anderson,2022-23,MIN,F-G,69.0,28.4,0.143,0.0041147755409335,-0.013262490009644828,20.075757575757574,20.995670995670995,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.102843849994867
R. McGruder,2022-23,DET,G,32.0,16.4,0.135,0.0040876449750831,-0.007171403554549327,14.285714285714285,20.77922077922078,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
R. Hachimura,2024-25,LAL,F,59.0,31.7,0.156,0.0040590045843106,-0.015138582379532315,29.49134199134199,20.67099567099567,ROLE OCCUPANT / SPECIALIST,,0.47426230490163
S. Aldama,2022-23,MEM,F-C,77.0,21.8,0.157,0.0040554740527133,-0.012294409553702264,30.681818181818183,20.562770562770563,ROLE OCCUPANT / SPECIALIST,,1.0461777994838293
D. Lively II,2024-25,DAL,C,36.0,23.1,0.132,0.0040518515365942,-0.007502343438002096,12.283549783549784,20.454545454545457,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.3096386788002795
B. Podziemski,2024-25,GSW,G,64.0,26.8,0.177,0.004045197899781,-0.015425498241709697,47.4025974025974,20.346320346320347,ROLE OCCUPANT / SPECIALIST,,1.2488935146015427
K. Hayes,2023-24,DET,Guard,42.0,24.0,0.147,0.0040254269075845,-0.008841910588818704,22.78138528138528,20.238095238095237,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5421918259934803
J. Crowder,2023-24,MIL,F,50.0,23.1,0.113,0.0040240167903484,-0.007964501374375675,4.816017316017316,20.12987012987013,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.2325938488514108
D. Smith Jr.,2022-23,CHA,G,54.0,25.7,0.175,0.0040097799032392,-0.012247076137544818,45.56277056277056,20.02164502164502,ROLE OCCUPANT / SPECIALIST,,0.34178205703954245
J. Williams,2022-23,OKC,G-F,75.0,30.3,0.18,0.0039888148041714,-0.022567891207758584,49.51298701298701,19.85930735930736,ROLE OCCUPANT / SPECIALIST,,1.5734206245879176
J. Williams,2022-23,OKC,G-F,49.0,18.7,0.133,0.0039888148041714,-0.022567891207758584,12.878787878787879,19.85930735930736,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.5734206245879176
T. Mann,2022-23,LAC,G-F,81.0,23.1,0.149,0.0039805603102512,-0.013925027109269267,24.08008658008658,19.696969696969695,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.8201057181780406
I. Livers,2022-23,DET,F,52.0,23.1,0.117,0.0039639465158649,-0.008429259689452958,5.844155844155844,19.58874458874459,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.36341809017477567
J. Green,2024-25,CLE,G,68.0,18.5,0.113,0.0039466976307424,-0.007266237678425869,4.816017316017316,19.37229437229437,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.356105897210686
H. Barnes,2022-23,SAC,F,82.0,32.5,0.168,0.0039116270979938,-0.029191933277818292,40.04329004329004,19.047619047619047,ROLE OCCUPANT / SPECIALIST,,0.28347220332593576
R. Hampton,2022-23,DET,G,47.0,15.9,0.175,0.0038256279920998,-0.007408145487589045,45.56277056277056,18.72294372294372,ROLE OCCUPANT / SPECIALIST,,
G. Allen,2024-25,PHX,G,64.0,24.1,0.169,0.0038122534947325,-0.014621515061195547,40.909090909090914,18.614718614718615,ROLE OCCUPANT / SPECIALIST,,0.9031208873389873
C. Boucher,2022-23,TOR,F-C,76.0,20.0,0.175,0.0038065024404299,-0.011186183477459751,45.56277056277056,18.506493506493506,ROLE OCCUPANT / SPECIALIST,,0.47484243811526666
J. Alvarado,2023-24,NOP,G,56.0,18.4,0.168,0.0037908252454066,-0.009310707244053903,40.04329004329004,18.398268398268396,ROLE OCCUPANT / SPECIALIST,,0.7578186368171598
J. Dowtin Jr.,2024-25,PHI,G,41.0,15.1,0.176,0.0037679377107316,-0.008043768802711841,46.48268398268398,18.29004329004329,ROLE OCCUPANT / SPECIALIST,,0.8007276230532685
M. Conley,2023-24,MIN,G,76.0,28.9,0.157,0.0037389452367292,-0.019175919319221243,30.681818181818183,18.073593073593074,ROLE OCCUPANT / SPECIALIST,,1.4299130878295612
B. McGowens,2022-23,CHA,G,46.0,17.1,0.147,0.0037383192215025,-0.008107793700904763,22.78138528138528,17.965367965367964,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.11265310374466303
A. Nembhard,2024-25,IND,G-F,65.0,28.9,0.163,0.0037201751106105,-0.014758011046045263,36.25541125541126,17.857142857142858,ROLE OCCUPANT / SPECIALIST,,0.4816999906140643
K. Olynyk,2023-24,TOR,F-C,78.0,22.5,0.171,0.0037160154201599,-0.008389896661729034,42.316017316017316,17.74891774891775,ROLE OCCUPANT / SPECIALIST,,0.57322246789177
I. Okoro,2023-24,CLE,F-G,69.0,27.3,0.136,0.003692824468627,-0.014209579904669024,15.259740259740258,17.532467532467532,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.36579822206346824
D. Roddy,2022-23,MEM,F,70.0,18.0,0.163,0.0036075755135377,-0.01064427669640903,36.25541125541126,16.99134199134199,ROLE OCCUPANT / SPECIALIST,,0.1762889793751163
K. Bates-Diop,2022-23,SAS,F,67.0,21.7,0.165,0.0035774473063573,-0.011906653729123652,37.71645021645021,16.883116883116884,ROLE OCCUPANT / SPECIALIST,,0.056786641420229024
N. Alexander-Walker,2022-23,MIN,G,59.0,15.0,0.177,0.0035694067903332,-0.007632352508964917,47.4025974025974,16.774891774891778,ROLE OCCUPANT / SPECIALIST,,1.4686334935772347
C. Williams,2024-25,UTA,F,50.0,21.2,0.122,0.0035663404719694,-0.008384249769401957,7.35930735930736,16.666666666666664,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.000317182038241176
A. Lamb,2022-23,GSW,F,62.0,19.3,0.136,0.0035572979334218,-0.009111896609093912,15.259740259740258,16.558441558441558,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
N. Alexander-Walker,2024-25,MIN,G,82.0,25.3,0.155,0.003536718325605,-0.017451026352093904,28.19264069264069,16.450216450216452,ROLE OCCUPANT / SPECIALIST,,1.4686334935772347
H. Highsmith,2022-23,MIA,F,54.0,18.0,0.121,0.0035126501709431,-0.008048941291408675,6.98051948051948,16.341991341991342,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.44337731335215813
G. Williams,2023-24,CHA,F,76.0,28.0,0.157,0.0034563540777613,-0.009170563255187763,30.681818181818183,16.233766233766232,ROLE OCCUPANT / SPECIALIST,,0.5233512860702438
A. Coffey,2023-24,LAC,G-F,70.0,20.9,0.119,0.0034378061994181,-0.010575112780656254,6.3852813852813854,16.125541125541126,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7509933639314454
I. Stewart,2022-23,DET,F-C,50.0,28.3,0.17,0.0034215833385543,-0.012199048544027577,41.66666666666667,16.017316017316016,ROLE OCCUPANT / SPECIALIST,,0.7821937233040661
X. Tillman,2023-24,BOS,F,54.0,18.0,0.146,0.0033985474889779,-0.007794331571286322,22.023809523809522,15.909090909090908,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.32897423909417983
K. Wallace,2024-25,ATL,G,31.0,16.2,0.164,0.0033622873821474,-0.007920573884932315,36.85064935064935,15.584415584415584,ROLE OCCUPANT / SPECIALIST,,0.5091936317366575
K. Lowry,2022-23,MIA,G,55.0,31.2,0.162,0.003315605717534,-0.013969750172512656,35.443722943722946,15.259740259740258,ROLE OCCUPANT / SPECIALIST,,0.46377012681120644
G. Mathews,2024-25,ATL,G,47.0,17.6,0.153,0.0032687248485658,-0.00881702716676217,27.056277056277057,15.151515151515152,ROLE OCCUPANT / SPECIALIST,,1.1221218322332125
M. Morris Sr.,2023-24,CLE,F,49.0,16.7,0.162,0.0032619182291402,-0.007926871047969221,35.443722943722946,15.043290043290044,ROLE OCCUPANT / SPECIALIST,,0.32382424831265033
J. Hart,2023-24,NYK,G,81.0,33.4,0.133,0.0032614277770532,-0.021709894833340005,12.878787878787879,14.935064935064934,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.6411662604080522
S. Aldama,2023-24,MEM,F-C,61.0,26.5,0.177,0.0032525444828315,-0.014857851583638199,47.4025974025974,14.826839826839826,ROLE OCCUPANT / SPECIALIST,,1.0461777994838293
H. Barnes,2024-25,SAS,F,82.0,27.2,0.157,0.0032460446141262,-0.019724099718607647,30.681818181818183,14.71861471861472,ROLE OCCUPANT / SPECIALIST,,0.28347220332593576
T. Jones,2024-25,PHX,G,81.0,26.8,0.16,0.0032454207884747,-0.019051685958450554,33.22510822510822,14.61038961038961,ROLE OCCUPANT / SPECIALIST,,1.739958818338151
C. Reddish,2024-25,LAL,Forward-Guard,33.0,17.9,0.084,0.0032325642839906,-0.007932941824679112,0.3246753246753247,14.393939393939394,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.4843911681067854
G. Vincent,2024-25,LAL,G,72.0,21.2,0.131,0.0030886448996505,-0.01130821421313711,11.796536796536797,13.96103896103896,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5479776698439159
D. Mitchell,2022-23,SAC,G,80.0,18.1,0.14,0.0030697236379317,-0.011041442923530275,17.37012987012987,13.744588744588745,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.0637948662761685
P. Reed,2023-24,PHI,F,82.0,19.4,0.156,0.0030691571515654,-0.01132286853384791,29.49134199134199,13.636363636363635,ROLE OCCUPANT / SPECIALIST,,1.0148308037336442
C. Reddish,2022-23,POR,F-G,40.0,24.7,0.166,0.0030209271237218,-0.008529549398342207,38.74458874458874,13.528138528138529,ROLE OCCUPANT / SPECIALIST,,0.4843911681067854
A. Caruso,2024-25,OKC,G,54.0,19.3,0.147,0.0029964188297528,-0.009467197274116903,22.78138528138528,13.095238095238097,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5496154950808063
P. Tucker,2022-23,PHI,F,75.0,25.6,0.066,0.0029639193934073,-0.0086920307126546,0.10822510822510822,12.770562770562771,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
J. Walker,2024-25,IND,F,75.0,15.8,0.165,0.0029055938190447,-0.010769091762580589,37.71645021645021,12.445887445887447,ROLE OCCUPANT / SPECIALIST,,1.2656273931540827
L. Shamet,2024-25,NYK,G,50.0,15.2,0.143,0.0027558124923817,-0.009049066075481173,20.075757575757574,11.904761904761903,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.308027459120657
J. Isaac,2024-25,ORL,F,71.0,15.4,0.155,0.0027449367193934,-0.009126215685837546,28.19264069264069,11.688311688311687,ROLE OCCUPANT / SPECIALIST,,0.41795131801134044
R. Covington,2022-23,LAC,F,48.0,16.2,0.149,0.0026371017347008,-0.009212088361111401,24.08008658008658,11.255411255411255,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.44302232262284724
K. Huerter,2024-25,CHI,G-F,69.0,24.3,0.171,0.0026019129488813,-0.009668352453095014,42.316017316017316,10.930735930735931,ROLE OCCUPANT / SPECIALIST,,0.44307239780167473
J. Tate,2023-24,HOU,F,65.0,15.9,0.115,0.0025905484989833,-0.009025182436248561,5.248917748917749,10.822510822510822,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.29657797264372854
T. Camara,2024-25,POR,F,78.0,32.7,0.143,0.0025465192260987,-0.02106074297305401,20.075757575757574,10.714285714285714,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7918339316853736
A. Nembhard,2023-24,IND,G-F,68.0,25.0,0.161,0.0025369756449196,-0.013722434561504987,34.41558441558442,10.497835497835498,ROLE OCCUPANT / SPECIALIST,,0.4816999906140643
M. Kleber,2022-23,DAL,F,37.0,25.1,0.1,0.0025208718851845,-0.008842955169590706,1.3528138528138527,10.38961038961039,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.6426326306294136
J. Goodwin,2022-23,WAS,G,62.0,17.8,0.165,0.002515920703895,-0.010486273343843902,37.71645021645021,10.281385281385282,ROLE OCCUPANT / SPECIALIST,,0.560431854767926
M. McBride,2023-24,NYK,G,68.0,19.5,0.164,0.0025014520685109,-0.012268632261827724,36.85064935064935,10.064935064935066,ROLE OCCUPANT / SPECIALIST,,1.0614945044651645
D. Smith Jr.,2023-24,BKN,G,56.0,18.9,0.174,0.0024488752990884,-0.010731853865540663,44.53463203463203,9.848484848484848,ROLE OCCUPANT / SPECIALIST,,0.34178205703954245
A. Black,2023-24,ORL,G,69.0,16.9,0.123,0.0024209896790932,-0.009830678512957578,7.954545454545454,9.632034632034632,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.8894213708341523
A. Griffin,2022-23,ATL,F,72.0,19.5,0.174,0.0023907735713025,-0.013853639188239293,44.53463203463203,9.415584415584416,ROLE OCCUPANT / SPECIALIST,,0.470723716178972
D. Wright,2022-23,WAS,G,50.0,24.4,0.125,0.0023889443047507,-0.00991314281320052,9.090909090909092,9.307359307359308,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.489092782423994
K. Knox II,2022-23,POR,F,63.0,15.1,0.175,0.0023592400895214,-0.008924717147075985,45.56277056277056,9.199134199134198,ROLE OCCUPANT / SPECIALIST,,0.4473227607999365
R. O'Neale,2023-24,PHX,F,79.0,24.7,0.134,0.0023222914700614,-0.009304071645665235,13.582251082251082,8.982683982683982,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7935672730057617
V. Williams Jr.,2023-24,MEM,G,52.0,27.6,0.155,0.0022894169121988,-0.012297431906091356,28.19264069264069,8.874458874458876,ROLE OCCUPANT / SPECIALIST,,0.8170642520379742
A. Wiggins,2023-24,OKC,G,78.0,15.7,0.163,0.0022777940383547,-0.011618926121332546,36.25541125541126,8.658008658008658,ROLE OCCUPANT / SPECIALIST,,0.3179293823971313
M. Thybulle,2022-23,POR,G-F,71.0,16.9,0.102,0.0022586621782191,-0.008968500688631562,2.002164502164502,8.54978354978355,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.8462168576333859
G. Williams,2022-23,BOS,F,79.0,25.9,0.128,0.0022174347105456,-0.013676088216163918,10.335497835497835,8.441558441558442,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5233512860702438
O. Agbaji,2022-23,UTA,G,59.0,20.5,0.154,0.002179108884367,-0.01190662854471238,27.380952380952383,8.333333333333332,ROLE OCCUPANT / SPECIALIST,,0.7538070450570729
